day,site,species,attacks
3,98,evarete,0
3,99,evarete,0
3,100,evarete,0
3,1,iphiclus,0
3,2,iphiclus,0
3,3,iphiclus,0
3,4,iphiclus,0
3,5,iphiclus,0
3,6,iphiclus,0
3,7,iphiclus,0
3,8,iphiclus,0
3,9,iphiclus,0
3,10,iphiclus,0
3,11,iphiclus,0
3,12,iphiclus,0
3,13,iphiclus,0
3,14,iphiclus,0
3,15,iphiclus,0
3,16,iphiclus,0
3,17,iphiclus,0
3,18,iphiclus,0
3,19,iphiclus,0
3,20,iphiclus,0
3,21,iphiclus,0
3,22,iphiclus,0
3,23,iphiclus,0
3,24,iphiclus,0
3,25,iphiclus,0
3,26,iphiclus,0
3,27,iphiclus,0
3,28,iphiclus,0
3,29,iphiclus,0
3,30,iphiclus,0
3,31,iphiclus,0
3,32,iphiclus,0
3,33,iphiclus,0
3,34,iphiclus,0
3,35,iphiclus,0
3,36,iphiclus,0
3,37,iphiclus,0
3,38,iphiclus,0
3,39,iphiclus,0
3,40,iphiclus,0
3,41,iphiclus,0
3,42,iphiclus,0
3,43,iphiclus,0
3,44,iphiclus,0
3,45,iphiclus,0
3,46,iphiclus,0
3,47,iphiclus,0
3,48,iphiclus,0
3,49,iphiclus,0
3,50,iphiclus,0
3,51,iphiclus,0
3,52,iphiclus,0
3,53,iphiclus,0
3,54,iphiclus,0
3,55,iphiclus,0
3,56,iphiclus,0
3,57,iphiclus,0
3,58,iphiclus,0
3,59,iphiclus,0
3,60,iphiclus,0
3,61,iphiclus,0
3,62,iphiclus,0
3,63,iphiclus,0
3,64,iphiclus,0
3,65,iphiclus,0
3,66,iphiclus,0
3,67,iphiclus,0
3,68,iphiclus,0
3,69,iphiclus,0
3,70,iphiclus,0
3,71,iphiclus,0
3,72,iphiclus,0
3,73,iphiclus,0
3,74,iphiclus,0
3,75,iphiclus,0
3,76,iphiclus,0
3,77,iphiclus,0
3,78,iphiclus,0
3,79,iphiclus,0
3,80,iphiclus,0
3,81,iphiclus,0
3,82,iphiclus,0
3,83,iphiclus,0
3,84,iphiclus,0
3,85,iphiclus,0
3,86,iphiclus,0
3,87,iphiclus,0
3,88,iphiclus,0
3,89,iphiclus,0
3,90,iphiclus,0
3,91,iphiclus,0
3,92,iphiclus,0
3,93,iphiclus,0
3,94,iphiclus,0
3,95,iphiclus,0
3,96,iphiclus,0
3,97,iphiclus,0
3,98,iphiclus,0
3,99,iphiclus,0
3,100,iphiclus,0
3,1,leucopthalma,0
3,2,leucopthalma,0
3,3,leucopthalma,0
3,4,leucopthalma,0
3,5,leucopthalma,0
3,6,leucopthalma,0
3,7,leucopthalma,0
3,8,leucopthalma,0
3,9,leucopthalma,0
3,10,leucopthalma,0
3,11,leucopthalma,0
3,12,leucopthalma,0
3,13,leucopthalma,0
3,14,leucopthalma,0
3,15,leucopthalma,0
3,16,leucopthalma,0
3,17,leucopthalma,0
3,18,leucopthalma,0
3,19,leucopthalma,0
3,20,leucopthalma,0
3,21,leucopthalma,0
3,22,leucopthalma,0
3,23,leucopthalma,0
3,24,leucopthalma,0
3,25,leucopthalma,0
3,26,leucopthalma,0
3,27,leucopthalma,0
3,28,leucopthalma,0
3,29,leucopthalma,0
3,30,leucopthalma,0
3,31,leucopthalma,0
3,32,leucopthalma,0
3,33,leucopthalma,0
3,34,leucopthalma,0
3,35,leucopthalma,0
3,36,leucopthalma,0
3,37,leucopthalma,0
3,38,leucopthalma,0
3,39,leucopthalma,0
3,40,leucopthalma,0
3,41,leucopthalma,0
3,42,leucopthalma,0
3,43,leucopthalma,0
3,44,leucopthalma,0
3,45,leucopthalma,0
3,46,leucopthalma,0
3,47,leucopthalma,0
3,48,leucopthalma,0
3,49,leucopthalma,0
3,50,leucopthalma,0
3,51,leucopthalma,0
3,52,leucopthalma,0
3,53,leucopthalma,0
3,54,leucopthalma,0
3,55,leucopthalma,0
3,56,leucopthalma,0
3,57,leucopthalma,0
3,58,leucopthalma,0
3,59,leucopthalma,0
3,60,leucopthalma,0
3,61,leucopthalma,0
3,62,leucopthalma,0
3,63,leucopthalma,0
3,64,leucopthalma,0
3,65,leucopthalma,0
3,66,leucopthalma,0
3,67,leucopthalma,0
3,68,leucopthalma,0
3,69,leucopthalma,0
3,70,leucopthalma,0
3,71,leucopthalma,0
3,72,leucopthalma,0
3,73,leucopthalma,0
3,74,leucopthalma,0
3,75,leucopthalma,0
3,76,leucopthalma,0
3,77,leucopthalma,0
3,78,leucopthalma,0
3,79,leucopthalma,0
3,80,leucopthalma,0
3,81,leucopthalma,0
3,82,leucopthalma,1
3,83,leucopthalma,0
3,84,leucopthalma,0
3,85,leucopthalma,0
3,86,leucopthalma,0
3,87,leucopthalma,0
3,88,leucopthalma,0
3,89,leucopthalma,0
3,90,leucopthalma,0
3,91,leucopthalma,0
3,92,leucopthalma,0
3,93,leucopthalma,0
3,94,leucopthalma,0
3,95,leucopthalma,0
3,96,leucopthalma,0
3,97,leucopthalma,0
3,98,leucopthalma,0
3,99,leucopthalma,0
3,100,leucopthalma,0
3,1,serpa,0
3,2,serpa,0
3,3,serpa,0
3,4,serpa,0
3,5,serpa,0
3,6,serpa,0
3,7,serpa,0
3,8,serpa,0
3,9,serpa,0
3,10,serpa,0
3,11,serpa,0
3,12,serpa,0
3,13,serpa,0
3,14,serpa,0
3,15,serpa,0
3,16,serpa,0
3,17,serpa,0
3,18,serpa,0
3,19,serpa,0
3,20,serpa,0
3,21,serpa,0
3,22,serpa,0
3,23,serpa,0
3,24,serpa,0
3,25,serpa,0
3,26,serpa,0
3,27,serpa,0
3,28,serpa,0
3,29,serpa,0
3,30,serpa,0
3,31,serpa,0
3,32,serpa,0
3,33,serpa,0
3,34,serpa,0
3,35,serpa,0
3,36,serpa,0
3,37,serpa,0
3,38,serpa,0
3,39,serpa,0
3,40,serpa,0
3,41,serpa,0
3,42,serpa,0
3,43,serpa,0
3,44,serpa,0
3,45,serpa,0
3,46,serpa,0
3,47,serpa,0
3,48,serpa,0
3,49,serpa,0
3,50,serpa,0
3,51,serpa,0
3,52,serpa,0
3,53,serpa,0
3,54,serpa,0
3,55,serpa,0
3,56,serpa,0
3,57,serpa,0
3,58,serpa,0
3,59,serpa,0
3,60,serpa,0
3,61,serpa,0
3,62,serpa,0
3,63,serpa,0
3,64,serpa,0
3,65,serpa,0
3,66,serpa,0
3,67,serpa,0
3,68,serpa,0
3,69,serpa,0
3,70,serpa,0
3,71,serpa,0
3,72,serpa,0
3,73,serpa,0
3,74,serpa,0
3,75,serpa,0
3,76,serpa,0
3,77,serpa,0
3,78,serpa,0
3,79,serpa,0
3,80,serpa,0
3,81,serpa,0
3,82,serpa,0
3,83,serpa,0
3,84,serpa,0
3,85,serpa,0
3,86,serpa,0
3,87,serpa,0
3,88,serpa,0
3,89,serpa,0
3,90,serpa,0
3,91,serpa,0
3,92,serpa,0
3,93,serpa,0
3,94,serpa,0
3,95,serpa,0
3,96,serpa,0
3,97,serpa,0
3,98,serpa,0
3,99,serpa,0
3,100,serpa,0
4,1,evarete,0
4,2,evarete,0
4,3,evarete,0
4,4,evarete,0
4,5,evarete,0
4,6,evarete,0
4,7,evarete,0
4,8,evarete,0
4,9,evarete,0
4,10,evarete,0
4,11,evarete,0
4,12,evarete,0
4,13,evarete,0
4,14,evarete,0
4,15,evarete,0
4,16,evarete,0
4,17,evarete,0
4,18,evarete,0
4,19,evarete,0
4,20,evarete,0
4,21,evarete,0
4,22,evarete,0
4,23,evarete,0
4,24,evarete,0
4,25,evarete,0
4,26,evarete,0
4,27,evarete,1
4,28,evarete,0
4,29,evarete,0
4,30,evarete,0
4,31,evarete,0
4,32,evarete,0
4,33,evarete,0
4,34,evarete,0
4,35,evarete,0
4,36,evarete,0
4,37,evarete,0
4,38,evarete,0
4,39,evarete,0
4,40,evarete,0
4,41,evarete,0
4,42,evarete,0
4,43,evarete,0
4,44,evarete,0
4,45,evarete,0
4,46,evarete,0
4,47,evarete,0
4,48,evarete,0
4,49,evarete,0
4,50,evarete,0
4,51,evarete,0
4,52,evarete,0
4,53,evarete,0
4,54,evarete,0
4,55,evarete,0
4,56,evarete,0
4,57,evarete,0
4,58,evarete,0
4,59,evarete,0
4,60,evarete,0
4,61,evarete,0
4,62,evarete,0
4,63,evarete,0
4,64,evarete,0
4,65,evarete,0
4,66,evarete,0
4,67,evarete,0
4,68,evarete,0
4,69,evarete,0
4,70,evarete,0
4,71,evarete,0
4,72,evarete,0
4,73,evarete,0
4,74,evarete,0
4,75,evarete,0
4,76,evarete,0
4,77,evarete,0
4,78,evarete,0
4,79,evarete,0
4,80,evarete,0
4,81,evarete,0
4,82,evarete,0
4,83,evarete,0
4,84,evarete,0
4,85,evarete,0
4,86,evarete,0
4,87,evarete,0
4,88,evarete,0
4,89,evarete,0
4,90,evarete,0
4,91,evarete,0
4,92,evarete,0
4,93,evarete,0
4,94,evarete,0
4,95,evarete,0
4,96,evarete,0
4,97,evarete,0
4,98,evarete,0
4,99,evarete,0
4,100,evarete,0
4,1,iphiclus,0
4,2,iphiclus,0
4,3,iphiclus,0
4,4,iphiclus,0
4,5,iphiclus,0
4,6,iphiclus,0
4,7,iphiclus,0
4,8,iphiclus,0
4,9,iphiclus,0
4,10,iphiclus,0
4,11,iphiclus,0
4,12,iphiclus,0
4,13,iphiclus,0
4,14,iphiclus,0
4,15,iphiclus,0
4,16,iphiclus,0
4,17,iphiclus,0
4,18,iphiclus,0
4,19,iphiclus,0
4,20,iphiclus,0
4,21,iphiclus,0
4,22,iphiclus,0
4,23,iphiclus,0
4,24,iphiclus,0
4,25,iphiclus,0
4,26,iphiclus,0
4,27,iphiclus,0
4,28,iphiclus,0
4,29,iphiclus,0
4,30,iphiclus,0
4,31,iphiclus,0
4,32,iphiclus,0
4,33,iphiclus,0
4,34,iphiclus,0
4,35,iphiclus,0
4,36,iphiclus,0
4,37,iphiclus,0
4,38,iphiclus,0
4,39,iphiclus,0
4,40,iphiclus,0
4,41,iphiclus,0
4,42,iphiclus,0
4,43,iphiclus,0
4,44,iphiclus,0
4,45,iphiclus,0
4,46,iphiclus,0
4,47,iphiclus,0
4,48,iphiclus,0
4,49,iphiclus,0
4,50,iphiclus,0
4,51,iphiclus,0
4,52,iphiclus,0
4,53,iphiclus,0
4,54,iphiclus,0
4,55,iphiclus,0
4,56,iphiclus,0
4,57,iphiclus,0
4,58,iphiclus,0
4,59,iphiclus,0
4,60,iphiclus,0
4,61,iphiclus,0
4,62,iphiclus,0
4,63,iphiclus,0
4,64,iphiclus,0
4,65,iphiclus,0
4,66,iphiclus,0
4,67,iphiclus,0
4,68,iphiclus,0
4,69,iphiclus,0
4,70,iphiclus,0
4,71,iphiclus,0
4,72,iphiclus,0
4,73,iphiclus,0
4,74,iphiclus,0
4,75,iphiclus,0
4,76,iphiclus,0
4,77,iphiclus,0
4,78,iphiclus,0
4,79,iphiclus,0
4,80,iphiclus,0
4,81,iphiclus,0
4,82,iphiclus,0
4,83,iphiclus,0
4,84,iphiclus,0
4,85,iphiclus,0
4,86,iphiclus,0
4,87,iphiclus,0
4,88,iphiclus,0
4,89,iphiclus,0
4,90,iphiclus,0
4,91,iphiclus,0
4,92,iphiclus,0
4,93,iphiclus,0
4,94,iphiclus,0
4,95,iphiclus,0
4,96,iphiclus,0
4,97,iphiclus,0
4,98,iphiclus,0
4,99,iphiclus,0
4,100,iphiclus,0
4,1,leucopthalma,0
4,2,leucopthalma,0
4,3,leucopthalma,0
4,4,leucopthalma,0
4,5,leucopthalma,0
4,6,leucopthalma,0
4,7,leucopthalma,0
4,8,leucopthalma,0
4,9,leucopthalma,0
4,10,leucopthalma,0
4,11,leucopthalma,0
4,12,leucopthalma,0
4,13,leucopthalma,0
4,14,leucopthalma,0
4,15,leucopthalma,0
4,16,leucopthalma,0
4,17,leucopthalma,0
4,18,leucopthalma,0
4,19,leucopthalma,0
4,20,leucopthalma,0
4,21,leucopthalma,0
4,22,leucopthalma,0
4,23,leucopthalma,0
4,24,leucopthalma,0
4,25,leucopthalma,0
4,26,leucopthalma,0
4,27,leucopthalma,1
4,28,leucopthalma,1
4,29,leucopthalma,0
4,30,leucopthalma,0
4,31,leucopthalma,0
4,32,leucopthalma,0
4,33,leucopthalma,0
4,34,leucopthalma,0
4,35,leucopthalma,0
4,36,leucopthalma,0
4,37,leucopthalma,0
4,38,leucopthalma,0
4,39,leucopthalma,0
4,40,leucopthalma,0
4,41,leucopthalma,0
4,42,leucopthalma,0
4,43,leucopthalma,0
4,44,leucopthalma,0
4,45,leucopthalma,0
4,46,leucopthalma,0
4,47,leucopthalma,0
4,48,leucopthalma,0
4,49,leucopthalma,0
4,50,leucopthalma,0
4,51,leucopthalma,0
4,52,leucopthalma,0
4,53,leucopthalma,0
4,54,leucopthalma,0
4,55,leucopthalma,0
4,56,leucopthalma,0
4,57,leucopthalma,0
4,58,leucopthalma,0
4,59,leucopthalma,0
4,60,leucopthalma,0
4,61,leucopthalma,0
4,62,leucopthalma,0
4,63,leucopthalma,0
4,64,leucopthalma,0
4,65,leucopthalma,0
4,66,leucopthalma,0
4,67,leucopthalma,0
4,68,leucopthalma,0
4,69,leucopthalma,0
4,70,leucopthalma,0
4,71,leucopthalma,0
4,72,leucopthalma,0
4,73,leucopthalma,0
4,74,leucopthalma,0
4,75,leucopthalma,0
4,76,leucopthalma,0
4,77,leucopthalma,0
4,78,leucopthalma,0
4,79,leucopthalma,0
4,80,leucopthalma,0
4,81,leucopthalma,0
4,82,leucopthalma,0
4,83,leucopthalma,0
4,84,leucopthalma,0
4,85,leucopthalma,0
4,86,leucopthalma,0
4,87,leucopthalma,0
4,88,leucopthalma,0
4,89,leucopthalma,0
4,90,leucopthalma,0
4,91,leucopthalma,0
4,92,leucopthalma,0
4,93,leucopthalma,0
4,94,leucopthalma,0
4,95,leucopthalma,0
4,96,leucopthalma,0
4,97,leucopthalma,0
4,98,leucopthalma,0
4,99,leucopthalma,0
4,100,leucopthalma,0
4,1,serpa,0
4,2,serpa,0
4,3,serpa,0
4,4,serpa,0
4,5,serpa,0
4,6,serpa,0
4,7,serpa,0
4,8,serpa,0
4,9,serpa,0
4,10,serpa,0
4,11,serpa,0
4,12,serpa,0
4,13,serpa,0
4,14,serpa,0
4,15,serpa,0
4,16,serpa,0
4,17,serpa,0
4,18,serpa,0
4,19,serpa,0
4,20,serpa,0
4,21,serpa,0
4,22,serpa,0
4,23,serpa,0
4,24,serpa,0
4,25,serpa,0
4,26,serpa,0
4,27,serpa,1
4,28,serpa,0
4,29,serpa,0
4,30,serpa,0
4,31,serpa,0
4,32,serpa,0
4,33,serpa,0
4,34,serpa,0
4,35,serpa,0
4,36,serpa,0
4,37,serpa,0
4,38,serpa,0
4,39,serpa,0
4,40,serpa,0
4,41,serpa,0
4,42,serpa,0
4,43,serpa,0
4,44,serpa,0
4,45,serpa,0
4,46,serpa,0
4,47,serpa,0
4,48,serpa,0
4,49,serpa,0
4,50,serpa,0
4,51,serpa,0
4,52,serpa,0
4,53,serpa,0
4,54,serpa,0
4,55,serpa,0
4,56,serpa,0
4,57,serpa,0
4,58,serpa,0
4,59,serpa,0
4,60,serpa,0
4,61,serpa,0
4,62,serpa,0
4,63,serpa,0
4,64,serpa,0
4,65,serpa,0
4,66,serpa,0
4,67,serpa,0
4,68,serpa,0
4,69,serpa,0
4,70,serpa,0
4,71,serpa,0
4,72,serpa,0
4,73,serpa,0
4,74,serpa,0
4,75,serpa,0
4,76,serpa,0
4,77,serpa,0
4,78,serpa,0
4,79,serpa,0
4,80,serpa,0
4,81,serpa,0
4,82,serpa,0
4,83,serpa,0
4,84,serpa,0
4,85,serpa,0
4,86,serpa,0
4,87,serpa,0
4,88,serpa,0
4,89,serpa,0
4,90,serpa,0
4,91,serpa,0
4,92,serpa,0
4,93,serpa,0
4,94,serpa,0
4,95,serpa,0
4,96,serpa,0
4,97,serpa,0
4,98,serpa,0
4,99,serpa,0
4,100,serpa,0
1,1,evarete,0
1,2,evarete,0
1,3,evarete,0
1,4,evarete,0
1,5,evarete,0
1,6,evarete,0
1,7,evarete,0
1,8,evarete,0
1,9,evarete,0
1,10,evarete,0
1,11,evarete,0
1,12,evarete,0
1,13,evarete,0
1,14,evarete,0
1,15,evarete,0
1,16,evarete,0
1,17,evarete,0
1,18,evarete,0
1,19,evarete,0
1,20,evarete,0
1,21,evarete,0
1,22,evarete,0
1,23,evarete,0
1,24,evarete,0
1,25,evarete,0
1,26,evarete,0
1,27,evarete,0
1,28,evarete,0
1,29,evarete,0
1,30,evarete,0
1,31,evarete,0
1,32,evarete,0
1,33,evarete,0
1,34,evarete,0
1,35,evarete,0
1,36,evarete,0
1,37,evarete,0
1,38,evarete,0
1,39,evarete,0
1,40,evarete,0
1,41,evarete,0
1,42,evarete,0
1,43,evarete,0
1,44,evarete,0
1,45,evarete,0
1,46,evarete,0
1,47,evarete,0
1,48,evarete,0
1,49,evarete,0
1,50,evarete,0
1,51,evarete,0
1,52,evarete,0
1,53,evarete,0
1,54,evarete,0
1,55,evarete,0
1,56,evarete,0
1,57,evarete,0
1,58,evarete,0
1,59,evarete,0
1,60,evarete,0
1,61,evarete,0
1,62,evarete,0
1,63,evarete,0
1,64,evarete,0
1,65,evarete,0
1,66,evarete,0
1,67,evarete,0
1,68,evarete,0
1,69,evarete,0
1,70,evarete,0
1,71,evarete,0
1,72,evarete,0
1,73,evarete,0
1,74,evarete,0
1,75,evarete,0
1,76,evarete,0
1,77,evarete,0
1,78,evarete,0
1,79,evarete,0
1,80,evarete,0
1,81,evarete,0
1,82,evarete,0
1,83,evarete,0
1,84,evarete,0
1,85,evarete,0
1,86,evarete,0
1,87,evarete,0
1,88,evarete,0
1,89,evarete,0
1,90,evarete,0
1,91,evarete,0
1,92,evarete,0
1,93,evarete,0
1,94,evarete,0
1,95,evarete,0
1,96,evarete,0
1,97,evarete,0
1,98,evarete,0
1,99,evarete,0
1,100,evarete,0
1,1,iphiclus,0
1,2,iphiclus,0
1,3,iphiclus,0
1,4,iphiclus,0
1,5,iphiclus,0
1,6,iphiclus,0
1,7,iphiclus,0
1,8,iphiclus,0
1,9,iphiclus,0
1,10,iphiclus,0
1,11,iphiclus,0
1,12,iphiclus,0
1,13,iphiclus,0
1,14,iphiclus,0
1,15,iphiclus,0
1,16,iphiclus,0
1,17,iphiclus,0
1,18,iphiclus,0
1,19,iphiclus,0
1,20,iphiclus,0
1,21,iphiclus,0
1,22,iphiclus,0
1,23,iphiclus,0
1,24,iphiclus,0
1,25,iphiclus,0
1,26,iphiclus,0
1,27,iphiclus,0
1,28,iphiclus,0
1,29,iphiclus,0
1,30,iphiclus,0
1,31,iphiclus,0
1,32,iphiclus,0
1,33,iphiclus,0
1,34,iphiclus,0
1,35,iphiclus,0
1,36,iphiclus,0
1,37,iphiclus,0
1,38,iphiclus,0
1,39,iphiclus,0
1,40,iphiclus,0
1,41,iphiclus,0
1,42,iphiclus,0
1,43,iphiclus,0
1,44,iphiclus,0
1,45,iphiclus,0
1,46,iphiclus,0
1,47,iphiclus,0
1,48,iphiclus,0
1,49,iphiclus,0
1,50,iphiclus,0
1,51,iphiclus,0
1,52,iphiclus,0
1,53,iphiclus,0
1,54,iphiclus,0
1,55,iphiclus,0
1,56,iphiclus,0
1,57,iphiclus,0
1,58,iphiclus,0
1,59,iphiclus,0
1,60,iphiclus,0
1,61,iphiclus,0
1,62,iphiclus,0
1,63,iphiclus,0
1,64,iphiclus,0
1,65,iphiclus,0
1,66,iphiclus,0
1,67,iphiclus,0
1,68,iphiclus,0
1,69,iphiclus,0
1,70,iphiclus,0
1,71,iphiclus,0
1,72,iphiclus,0
1,73,iphiclus,0
1,74,iphiclus,0
1,75,iphiclus,0
1,76,iphiclus,0
1,77,iphiclus,0
1,78,iphiclus,0
1,79,iphiclus,0
1,80,iphiclus,0
1,81,iphiclus,0
1,82,iphiclus,0
1,83,iphiclus,0
1,84,iphiclus,0
1,85,iphiclus,0
1,86,iphiclus,0
1,87,iphiclus,0
1,88,iphiclus,0
1,89,iphiclus,0
1,90,iphiclus,0
1,91,iphiclus,0
1,92,iphiclus,0
1,93,iphiclus,0
1,94,iphiclus,0
1,95,iphiclus,0
1,96,iphiclus,0
1,97,iphiclus,0
1,98,iphiclus,0
1,99,iphiclus,0
1,100,iphiclus,0
1,1,leucopthalma,0
1,2,leucopthalma,0
1,3,leucopthalma,0
1,4,leucopthalma,0
1,5,leucopthalma,0
1,6,leucopthalma,0
1,7,leucopthalma,0
1,8,leucopthalma,0
1,9,leucopthalma,0
1,10,leucopthalma,0
1,11,leucopthalma,0
1,12,leucopthalma,0
1,13,leucopthalma,0
1,14,leucopthalma,0
1,15,leucopthalma,0
1,16,leucopthalma,0
1,17,leucopthalma,0
1,18,leucopthalma,0
1,19,leucopthalma,0
1,20,leucopthalma,0
1,21,leucopthalma,0
1,22,leucopthalma,0
1,23,leucopthalma,0
1,24,leucopthalma,0
1,25,leucopthalma,0
1,26,leucopthalma,0
1,27,leucopthalma,0
1,28,leucopthalma,0
1,29,leucopthalma,0
1,30,leucopthalma,0
1,31,leucopthalma,0
1,32,leucopthalma,0
1,33,leucopthalma,0
1,34,leucopthalma,0
1,35,leucopthalma,0
1,36,leucopthalma,0
1,37,leucopthalma,0
1,38,leucopthalma,0
1,39,leucopthalma,0
1,40,leucopthalma,0
1,41,leucopthalma,0
1,42,leucopthalma,0
1,43,leucopthalma,0
1,44,leucopthalma,0
1,45,leucopthalma,0
1,46,leucopthalma,0
1,47,leucopthalma,0
1,48,leucopthalma,0
1,49,leucopthalma,0
1,50,leucopthalma,0
1,51,leucopthalma,0
1,52,leucopthalma,0
1,53,leucopthalma,0
1,54,leucopthalma,0
1,55,leucopthalma,0
1,56,leucopthalma,0
1,57,leucopthalma,0
1,58,leucopthalma,0
1,59,leucopthalma,0
1,60,leucopthalma,0
1,61,leucopthalma,0
1,62,leucopthalma,0
1,63,leucopthalma,0
1,64,leucopthalma,0
1,65,leucopthalma,0
1,66,leucopthalma,0
1,67,leucopthalma,0
1,68,leucopthalma,0
1,69,leucopthalma,0
1,70,leucopthalma,0
1,71,leucopthalma,0
1,72,leucopthalma,0
1,73,leucopthalma,0
1,74,leucopthalma,0
1,75,leucopthalma,0
1,76,leucopthalma,0
1,77,leucopthalma,0
1,78,leucopthalma,0
1,79,leucopthalma,0
1,80,leucopthalma,0
1,81,leucopthalma,0
1,82,leucopthalma,0
1,83,leucopthalma,0
1,84,leucopthalma,0
1,85,leucopthalma,0
1,86,leucopthalma,0
1,87,leucopthalma,0
1,88,leucopthalma,0
1,89,leucopthalma,0
1,90,leucopthalma,0
1,91,leucopthalma,0
1,92,leucopthalma,0
1,93,leucopthalma,0
1,94,leucopthalma,0
1,95,leucopthalma,0
1,96,leucopthalma,0
1,97,leucopthalma,0
1,98,leucopthalma,0
1,99,leucopthalma,0
1,100,leucopthalma,0
1,1,serpa,0
1,2,serpa,0
1,3,serpa,0
1,4,serpa,0
1,5,serpa,0
1,6,serpa,0
1,7,serpa,0
1,8,serpa,0
1,9,serpa,0
1,10,serpa,0
1,11,serpa,0
1,12,serpa,0
1,13,serpa,0
1,14,serpa,0
1,15,serpa,0
1,16,serpa,0
1,17,serpa,0
1,18,serpa,0
1,19,serpa,0
1,20,serpa,0
1,21,serpa,0
1,22,serpa,0
1,23,serpa,0
1,24,serpa,0
1,25,serpa,0
1,26,serpa,0
1,27,serpa,0
1,28,serpa,0
1,29,serpa,0
1,30,serpa,0
1,31,serpa,0
1,32,serpa,0
1,33,serpa,0
1,34,serpa,0
1,35,serpa,0
1,36,serpa,0
1,37,serpa,0
1,38,serpa,0
1,39,serpa,0
1,40,serpa,0
1,41,serpa,0
1,42,serpa,0
1,43,serpa,0
1,44,serpa,1
1,45,serpa,0
1,46,serpa,0
1,47,serpa,0
1,48,serpa,0
1,49,serpa,0
1,50,serpa,0
1,51,serpa,0
1,52,serpa,0
1,53,serpa,0
1,54,serpa,0
1,55,serpa,0
1,56,serpa,0
1,57,serpa,0
1,58,serpa,0
1,59,serpa,0
1,60,serpa,0
1,61,serpa,0
1,62,serpa,0
1,63,serpa,0
1,64,serpa,0
1,65,serpa,0
1,66,serpa,0
1,67,serpa,0
1,68,serpa,0
1,69,serpa,0
1,70,serpa,0
1,71,serpa,0
1,72,serpa,0
1,73,serpa,0
1,74,serpa,0
1,75,serpa,0
1,76,serpa,0
1,77,serpa,0
1,78,serpa,0
1,79,serpa,0
1,80,serpa,0
1,81,serpa,0
1,82,serpa,0
1,83,serpa,0
1,84,serpa,0
1,85,serpa,0
1,86,serpa,0
1,87,serpa,0
1,88,serpa,0
1,89,serpa,0
1,90,serpa,0
1,91,serpa,0
1,92,serpa,0
1,93,serpa,0
1,94,serpa,0
1,95,serpa,0
1,96,serpa,0
1,97,serpa,0
1,98,serpa,0
1,99,serpa,0
1,100,serpa,0
2,1,evarete,0
2,2,evarete,0
2,3,evarete,0
2,4,evarete,0
2,5,evarete,0
2,6,evarete,0
2,7,evarete,0
2,8,evarete,0
2,9,evarete,0
2,10,evarete,0
2,11,evarete,0
2,12,evarete,0
2,13,evarete,0
2,14,evarete,0
2,15,evarete,0
2,16,evarete,0
2,17,evarete,0
2,18,evarete,0
2,19,evarete,0
2,20,evarete,0
2,21,evarete,0
2,22,evarete,0
2,23,evarete,0
2,24,evarete,0
2,25,evarete,0
2,26,evarete,0
2,27,evarete,0
2,28,evarete,0
2,29,evarete,0
2,30,evarete,0
2,31,evarete,0
2,32,evarete,0
2,33,evarete,0
2,34,evarete,0
2,35,evarete,0
2,36,evarete,0
2,37,evarete,0
2,38,evarete,0
2,39,evarete,0
2,40,evarete,0
2,41,evarete,0
2,42,evarete,0
2,43,evarete,0
2,44,evarete,0
2,45,evarete,0
2,46,evarete,0
2,47,evarete,0
2,48,evarete,0
2,49,evarete,0
2,50,evarete,0
2,51,evarete,0
2,52,evarete,0
2,53,evarete,0
2,54,evarete,0
2,55,evarete,0
2,56,evarete,0
2,57,evarete,0
2,58,evarete,0
2,59,evarete,0
2,60,evarete,0
2,61,evarete,0
2,62,evarete,0
2,63,evarete,0
2,64,evarete,0
2,65,evarete,0
2,66,evarete,0
2,67,evarete,0
2,68,evarete,0
2,69,evarete,0
2,70,evarete,0
2,71,evarete,0
2,72,evarete,0
2,73,evarete,0
2,74,evarete,0
2,75,evarete,0
2,76,evarete,0
2,77,evarete,0
2,78,evarete,0
2,79,evarete,0
2,80,evarete,0
2,81,evarete,0
2,82,evarete,0
2,83,evarete,0
2,84,evarete,0
2,85,evarete,0
2,86,evarete,0
2,87,evarete,0
2,88,evarete,0
2,89,evarete,0
2,90,evarete,0
2,91,evarete,0
2,92,evarete,0
2,93,evarete,0
2,94,evarete,0
2,95,evarete,0
2,96,evarete,0
2,97,evarete,0
2,98,evarete,0
2,99,evarete,0
2,100,evarete,0
2,1,iphiclus,0
2,2,iphiclus,0
2,3,iphiclus,0
2,4,iphiclus,0
2,5,iphiclus,0
2,6,iphiclus,0
2,7,iphiclus,0
2,8,iphiclus,0
2,9,iphiclus,0
2,10,iphiclus,0
2,11,iphiclus,0
2,12,iphiclus,0
2,13,iphiclus,0
2,14,iphiclus,0
2,15,iphiclus,0
2,16,iphiclus,0
2,17,iphiclus,0
2,18,iphiclus,0
2,19,iphiclus,0
2,20,iphiclus,0
2,21,iphiclus,0
2,22,iphiclus,0
2,23,iphiclus,0
2,24,iphiclus,0
2,25,iphiclus,0
2,26,iphiclus,0
2,27,iphiclus,0
2,28,iphiclus,0
2,29,iphiclus,0
2,30,iphiclus,0
2,31,iphiclus,0
2,32,iphiclus,0
2,33,iphiclus,0
2,34,iphiclus,0
2,35,iphiclus,0
2,36,iphiclus,0
2,37,iphiclus,0
2,38,iphiclus,0
